product_url,name,price,rate,description,instructions,country
https://goldapple.ru/19000182834-pearls-white-pearls,Pearls white pearls,23 760,N/A,"Диффузор для дома White Pearls представляет собой флакон, покрытый шелкографией из 9-каратного золота с рисунком белого жемчуга. Черная бакелитовая крышка с выгравированными корнями придает украшению элегантный вид.Аромат бестселлер наполнит ваш дом тонким, пудровым жасмином и мускусом. Для помещения до 25 кв. м.Время испарения 5-6 месяцев.",Поместить ротанговые палочки во флакон с ароматической жидкостью.,Франция
https://goldapple.ru/26830500002-wood-and-absinth,wood and absinth,10 470,4.7,"В летних сумерках. Волшебный момент, когда исчезает жар дня и опускается ночь. Прохлада сменяет тепло, и природа начинает дышать. Этот переход отражен в контрасте между чувственностью ветивера и волнующей свежестью абсента. Вместе противоположные грани аромата обретают гармонию. 
Свежесть абсента становится ярче в сочетании с нотами жасмина, шалфея и розового перца. Чувственная база выражена в теплых нотах ветивера и кедра. 

Верхние ноты: абсент, мускатный шалфей
Ноты сердца: жасмин, розовое дерево
Базовые ноты: ветивер, кедр",N/A,N/A
https://goldapple.ru/26142300002-cashmere,CASHMERE,13 800,4.8,"Cashmere Franck Boclet - элегантный и обаятельный аромат для нее и для него.  Семейство : пряно-амбровый, древесный. Верхние ноты: грейпфрут, кубеба. Ноты сердца: гвоздика, корица, кожа.",N/A,N/A
https://goldapple.ru/19000021039-aria-di-mare,Aria Di Mare,3 302,N/A,"Расслабляющий и жизнерадостный аромат, в котором сочетаются грейпфрут и мандарин.
В сердце распускается цветок лотоса с интенсивным морским аккордом. Чувственность сердцу аромата придают яркие грани из перца и черной смородины. Шлейф из легкого оттенка османтуса сочетается с ветивером и чувственной мускусной ноткой.","Предназначен для ароматизации воздуха в помещениях. Вскрыть флакон с ароматом, вставить палочки, входящие в комплект. Для оптимального распространения аромата регулярно переворачивать палочки. Для регулирования интенсивности аромата допускается уменьшать/увеличивать количество палочек.",Италия
https://goldapple.ru/19000210504-butterfly-mind,Butterfly Mind,18 772,3.9,"Невесомый цветочно-фруктовый аромат Butterfly Mind вызывает ассоциации с природой, молодостью и лёгкостью.На его создание вдохновила красота весны и вечного начала. В этом светлом, романтичном и многогранном аромате нежность белого чая и цветков сакуры гармонирует с фруктовыми нотами фейхоа.Украшают праздничный букет чувственные вишня и мускус.",Только для наружного применения.,Франция
https://goldapple.ru/99000000283-vanil-nyj-puding,Ванильный пудинг,1 590,N/A,"Ванильный пудинг - сладкий, сливочный аромат с нотами ванили. Этим вкуснейшим десертом хочется наслаждаться каждую секунду. Свеча несет в себе энергетику детской наивности, тепла и душевности.Стоит приоткрыть крышечку, и вы почувствуйте ее уютный, праздничный, элегантный, теплый аромат, который не оставит никого равнодушным.","Чтобы использование приносило только радость, прочитайте эти рекомендации перед использованием:- Берегите свечи от детей и животных! Не оставляйте зажженные свечи без присмотра.- Не оставляйте свечу зажжённой более 3-х часов подряд. После 3-х часов горения необходимо потушить свечу и дождаться полного застывания воска. В этом случае свеча будет гореть дольше и не будет перегреваться.- Прекратите использование свечи после того, как в стакане осталось менее 1,5 см воска. Использование свечи с меньшим количеством воска может привести к перегреву стакана и стакан может лопнуть.- Оптимальная длина фитиля от 3 до 5 мм. Перед повторным использованием рекомендуем подрезать фитиль. Так свеча не будет коптить и пламя будет аккуратным. Фитиль можно обрезать обычными ножницами.- Натуральный воск очень подвержен изменению температуры, поэтому не перегревайте и не переохлаждайте свечу при хранении.Не оставляйте свечу на сквозняке рядом с вентилятором или кондиционером (это также может привести к отслоению воска от стенок стакана.",Россия
https://goldapple.ru/19000152690-terra-nova,TERRA NOVA,750,3.8,"Вдохновляющий древесно-пряный аромат LE PARFUM FRANCAIS идеально подойдет тем, кто готов бросить вызов стихии и самому себе.Ноты ветивера, кедра, мускуса и бензоина в сочетании со свежестью бергамота, грейпфрута и апельсина напоминают о духе свободы и желании отправиться в путешествие, исследовать неизведанное, покорять далекие земли, горы, пустыни и океаны.Восстановить связь с природой и самим собой помогают и ноты сердца: фиалка, розовый перец, пачули и нероли.",N/A,N/A
https://goldapple.ru/19000229066-red-cashmere,RED CASHMERE,11 238,1.0,Теплое и ласковое прикосновение благородного кашемира заключено в аромате «Роскошный кашемир».Искрящийся мандарин с оттенком пряных специй переходят в нежное и теплое сердце аромата. Мягкий кашемир с пудровыми нотами ириса и утонченным мускусом в шлейфе наполняют аромат бархатным звучанием.,"Предназначен для ароматизации воздуха в помещениях. Вскрыть флакон с ароматом, нанести аромат на вулканическую лаву. Для оптимального распространения аромата регулярно наносить аромат на вулканическую лаву. Для регулирования интенсивности аромата допускается уменьшать/увеличивать количество аромата, наносимого на лаву.",Великобритания
https://goldapple.ru/99000000279-rozovoe-sampanskoe,Розовое шампанское,1 590,N/A,"Розовое шампанское - аромат игривого роскошества. Пробуждает воспоминания о ярких и радостных моментах, словно вы попали на настоящее праздничное событие.Восхитительный аромат романтичного напитка, как миллионы пузырьков в бокале, поднимается вверх и наполняет всю комнату запахом цветочно-фруктового букета.","Чтобы использование приносило только радость, прочитайте эти рекомендации перед использованием:- Берегите свечи от детей и животных! Не оставляйте зажженные свечи без присмотра.- Не оставляйте свечу зажжённой более 3-х часов подряд. После 3-х часов горения необходимо потушить свечу и дождаться полного застывания воска. В этом случае свеча будет гореть дольше и не будет перегреваться.- Прекратите использование свечи после того, как в стакане осталось менее 1,5 см воска. Использование свечи с меньшим количеством воска может привести к перегреву стакана и стакан может лопнуть.- Оптимальная длина фитиля от 3 до 5 мм. Перед повторным использованием рекомендуем подрезать фитиль. Так свеча не будет коптить и пламя будет аккуратным. Фитиль можно обрезать обычными ножницами.- Натуральный воск очень подвержен изменению температуры, поэтому не перегревайте и не переохлаждайте свечу при хранении.Не оставляйте свечу на сквозняке рядом с вентилятором или кондиционером (это также может привести к отслоению воска от стенок стакана.",Россия
https://goldapple.ru/19000148361-bois-imperial,Bois Imperial,7 208,4.4,"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""BOIS IMPERIAL by Quentin Bisch"". Парфюмер – Quentin Bisch.«Центром созданного мной аромата стала необыкновенная и редкая нота – акигалвуд. Эта уникальная древесная нота, украшенная свежими специями, играет на контрастах».Чувственный и свежий аромат ESSENTIAL PARFUMS с древесными, пряными и зелеными аккордами дополняют насыщенный гаитянский ветивер, пачули и нота Ambrofix со стойким звучанием амбры. Свежие листья базилика сочетаются с игривым ароматом перца Тимут, который раскрывает не только острую грань, но и свежую ноту, напоминающую грейпфрут.В составе парфюмерной воды – 93% натуральных ингредиентов. Создатели ароматов ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Сделать парфюмерию еще более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования.Флакон рефила создан из алюминия, подходящего для переработки.",Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.,Франция
https://goldapple.ru/19000132894-peony-peppercorn,Peony & Peppercorn,5 135,4.2,"Peony & Peppercorn от Banana Republic – это цветочно-пряный аромат, который раскрывается пикантными нотами розового перца и свежестью бергамота. Верхние ноты плавно уступают место ароматному букету из элегантных розовых пионов и нежных лепестков розы, объединённых в сердце парфюмерной композиции. Мускус и древесные ноты делают аромат более многогранным и смелым.Парфюмер – Vincent Kuczinski.",Только для наружного применения.,Франция
https://goldapple.ru/19000152466-fog,FOG,2 260,5.0,"Аромат FOG – это утренний туман в пышном саду, окружённом кустами чёрной смородины.Терпкие нотки можжевельника и перца чили придают композиции уникальный характер. Аромат привнесёт спокойствие и умиротворение, сделав каждый домашний вечер особенным.Композиция придётся по вкусу ценителям фруктовых и зелёных ароматов в необычном прочтении.","Свечу необходимо размещать на устойчивой поверхности вдали от легко воспламеняемых предметов.
Никогда не оставляйте горящую свечу без присмотра и в пределах досягаемости детей и домашних животных.Оптимальное время использования за один раз – 1-3 часа, не более 4 часов. Использование свечи стоит прекратить, если в банке осталось менее одного сантиметра воска.Рекомендуется обрезать фитиль до 5-6 мм перед каждым применением.Чтобы потушить свечу, необходимо накрыть ее крышкой банки. Чтобы предотвратить образование лунки, дайте расплавленному воску достичь края банки.",Россия
https://goldapple.ru/19000019544-peach-passion-fruit-musk,"Peach, Passion fruit, Musk",2 200,4.5,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.Эрез РозенЗамысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
https://goldapple.ru/19000026986-fleur-de-coton,FLEUR de COTON,1 950,4.7,"Деликатный аромат SOLINOTES окутывает нежностью хлопка, ощущением комфорта и уюта. Свежесть и чистота верхних нот бергамота и рисовой пудры постепенно рассеиваются, уступая главную роль цветочному сердцу аромата. В изысканном букете сочетаются жасмин и роза, окруженные мягким облаком из нот ванили и мускуса, которые придают одновременно чувственной и невинной композиции лёгкую сладость. Парфюмерную воду можно сочетать с другими ароматами бренда, чтобы создать свой неповторимый микс любимых нот, или использовать отдельно, наслаждаясь нежным хлопковым аккордом.",только для наружного применения.,N/A
https://goldapple.ru/19000244805-724,724,29 000,N/A,Парфюмерный набор 724 представлен в формате 5 роскошных рефилов.Желанный набор самого городского аромата 724 станет идеальным подарком. Изысканная версия драгоценного флакона-спрея Globe Trotter позволит вам элегантно носить аромат с собой.,"Нанести аромат на запястья, шею и точки пульса.",N/A
https://goldapple.ru/19000178401-eau-lala,EAU LALA,2 800,4.1,"В притягательном и ярком аромате Ynepsie игриво переливаются цветочные, фруктовые и цитрусовые ноты. Бодрящая композиция стартует с дуновения искрящихся нот лимона и бергамота. Их свежесть усиливают акватический аккорд и травяное звучание базилика. Прохладная нота эвкалипта, ревень и сочные красные ягоды подчеркивают изысканность розы в сердце аромата, а черника добавляет композиции идеальный финальный штрих.",Только для наружного применения.,Франция
https://goldapple.ru/19000039086-sunflower,Sunflower,1 320,N/A,Яркий свежий цветочный аромат со сладкими цитрусовыми и зелеными нотами на основе фруктовых аккордов.,"Ставьте свечу на ровную поверхность, избегайте сквозняков, так свеча будет прогорать равномерно.Во время первого зажигания не тушите свечу до того, пока вся ее поверхность не расплавится.Таким образом вы избежите ""тоннельного"" эффекта, и она будет равномерно сгорать.Не рекомендуется жечь свечу более 4-х часов, так как после этого времени аромамасла начинают сгорать, не давая аромату заполнить пространство.Подрезайте фитиль перед каждым зажиганием свечи, оставляя его на уровне в 5-6 мм. С подрезанным фитилем свеча горит ровно и красиво.Когда свеча частично прогорела ее удобней поджигать специальными длинными спичками или зажигалкой с длинным хоботком, так вы не обожжетесь и вам не надо будет крутить свечу, чтобы добраться до фитиля.Не оставляйте горящую свечу без присмотра!",Великобритания
https://goldapple.ru/19000214442-the-blanc-et-creme-mains,Thé blanc et crème mains,2 090,N/A,"В подарочный набор SOLINOTES входят парфюмерная вода THÉ BLANC (50 мл) и парфюмированный крем для рук CRÈME MAINS PARFUM THÉ BLANC (30 мл). Аромат крема для рук идеально сочетается с парфюмерной водой.Композиция раскрывает натуральный аромат чайного листа. Чистоту и свежесть его нот усиливают искрящийся бергамот и бодрящий кардамон.В сердце цветочно-мускусной композиции переливаются нежная нота белого чая, пробуждающая чувства, и успокаивающий шалфей.Цветы османтуса, в аромате которых ощущается мягкое звучание ноты абрикоса, сочетаются с белым мускусом, создавая нежную гармонию базовых нот.",N/A,N/A
https://goldapple.ru/19000148364-mon-vetiver,Mon Vetiver,7 208,5.0,"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""MON VETIVER by Bruno Jovanovic"".Парфюмер – Bruno Jovanovic. «Я представил себе парфюмерную композицию на основе нот ветивера и джина, отражающую современную элегантность. Это аромат с характером, выраженном в древесных нотах».Mon Vetiver – это воплощение современной элегантности. Композиция, способная удивлять, создана на основе гаитянского ветивера. Неожиданная нота джина подчёркивает приятную свежесть мексиканского лайма и можжевельника. Лаванда и горечавка пробуждают интерес, который усиливают загадочные пачули из Индонезии и ноты кашмерана.Создатели парфюмерной воды ESSENTIAL PARFUMS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Компания гарантирует бережное отношение к местным экосистемам и улучшает жизнь фермерских общин Гаити, культивирующих ветивер.Сделать парфюмерию более экологичной и безопасной для окружающей среды позволяет и формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования.Флакон рефила создан из алюминия, подходящего для переработки.",Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.,Франция
https://goldapple.ru/19000152730-pink-pepper-elemi-cinnamon-leather,"Pink Pepper, Elemi, Cinnamon, Leather",2 200,4.7,"Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность.Эрез РозенЗамысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.Все ароматы Zielinski&Rozen категории унисекс.",Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.,Россия
https://goldapple.ru/19000232227-discovery-set,Discovery set,3 470,4.5,"Попробуйте 9 оригинальных ароматов от 9 знаменитых парфюмеров, создавших яркие и выразительные композиции для ESSENTIAL PARFUMS.В набор пробников входят ароматы:- ORANGE X SANTAL by Natalie Gracia-Cetto (2 мл),- NICE BERGAMOTE by Antoine Maisondieu (2 мл),- THE MUSC by Calice Becker (2 мл),- ROSE MAGNETIC by Sophie Labbé (2 мл),- MON VETIVER by Bruno Jovanovic (2 мл),- DIVINE VANILLE by Olivier Pescheux (2 мл),- BOIS IMPERIAL by Quentin Bisch (2 мл),- FIG INFUSION by Nathalie Lorson (2 мл), PATCHOULI MANIA by Fabrice Pellegin (2 мл).Откройте для себя изысканные ароматы, созданные на основе тщательно отобранных и экологически чистых ингредиентов, и выберите любимые парфюмерные композиции!",Только для наружного применения.,N/A
https://goldapple.ru/19000152488-sunkissed,SUNKISSED,2 260,N/A,"SUNKISSED – самый летний аромат в коллекции IMMERSE.Яркий фруктовый микс на основе спелых цитрусов и кисло-сладких ягод бодрит и тонизирует, помогая чувствовать вкус жизни во всех проявлениях. Впрочем, аромат будет уместен не только в тёплое время: зимой он напомнит о солнечных днях и поднимет настроение.SUNKISSED станет отличным дополнением для кухни или гостиной.","Что бы начать использование диффузора, необходимо открыть крышку и вставить в ёмкость фибровые палочки, которые прилагаются в комплекте;Регулируйте интенсивность аромата с помощью фибровых палочек: используйте от 1 до 6 палочек и не забывайте переворачивать их раз в 2-3 недели;Диффузор должен находиться на открытом месте в хорошо проветриваемом помещении;Диффузор следует хранить вдали от прямых солнечных лучей и источников тепла;При правильном использовании диффузор прослужит вам от 2 до 4 месяцев в зависимости от объёма. 50 мл- 2-3 месяца / 100 мл - 3-4 месяца;Не оставляйте диффузор в пределах досягаемости детей и домашних животных.",Россия
https://goldapple.ru/82510800002-41-burlington-arcade,41 Burlington Arcade,15 525,3.7,"Современный, чувственный и выразительный аромат получил название в честь флагманского бутика ATKINSONS, расположенного в лондонской торговой галерее Burlington Arcade. Композиция с нотами белого перца, лимона, лакричника, кардамона и мускатного ореха – это выбор английских денди и символ аристократичной элегантности. Сочетание сладких, древесных и дымных нот делает этот аромат выразительным и запоминающимся. В нем воплотился дух и колорит фешенебельного района Лондона.",N/A,N/A
https://goldapple.ru/19000140859-vanille-patchouli,Vanille Patchouli,1 912,2.0,"Свеча ""Vanille Patchouli""Аромат нежный, утонченный сладковатый аромат, в котором ваниль и пачули звучат уютно и даже интимно, завораживающе и притягательно.","Жгите свечу в поле зрения, вдали от легковоспламеняющихся предметов.Храните вдали от детей и домашних домашних животных. Перед тем как зажечь свечу, подрежьте фитиль до 5 мм.Жгите свечу на жаропрочной поверхности, не жгите свечу более 2-хчасов подряд.",Россия
https://goldapple.ru/99000000285-paculi,Пачули,1 590,N/A,"Пачули — сильный, властный и статусный аромат. Издревле и по сей день его выбирают состоятельные люди.Травянистый и терпкий запах пачули полюбился нам за яркие древесные ноты и теплый обволакивающий аромат.","Чтобы использование приносило только радость, прочитайте эти рекомендации перед использованием:- Берегите свечи от детей и животных! Не оставляйте зажженные свечи без присмотра.- Не оставляйте свечу зажжённой более 3-х часов подряд. После 3-х часов горения необходимо потушить свечу и дождаться полного застывания воска. В этом случае свеча будет гореть дольше и не будет перегреваться.- Прекратите использование свечи после того, как в стакане осталось менее 1,5 см воска. Использование свечи с меньшим количеством воска может привести к перегреву стакана и стакан может лопнуть.- Оптимальная длина фитиля от 3 до 5 мм. Перед повторным использованием рекомендуем подрезать фитиль. Так свеча не будет коптить и пламя будет аккуратным. Фитиль можно обрезать обычными ножницами.- Натуральный воск очень подвержен изменению температуры, поэтому не перегревайте и не переохлаждайте свечу при хранении.Не оставляйте свечу на сквозняке рядом с вентилятором или кондиционером (это также может привести к отслоению воска от стенок стакана.",Россия
